seq,case_id,activity_id,timestamp,resource_id,player_team,teams_play,quarter,outcome,shot_type,shot_distance_by_foot,shot_points,score_board_dal,score_board_bos
235,play_35,foul,20:08:53,Josh Green,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,15,16
236,play_35,shot-miss,20:08:53,Kristaps Porzingis,Boston Celtics,Boston Celtics,1st quarter,0,free throw,15,1,15,16
237,play_35,shot-make,20:08:53,Kristaps Porzingis,Boston Celtics,Boston Celtics,1st quarter,1,free throw,15,1,15,17
238,play_36,pass,20:08:53,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,17
239,play_36,dribble,20:08:54,Luka Doncic,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,17
240,play_36,shot-miss,20:09:07,Luka Doncic,Dallas Mavericks,Dallas Mavericks,1st quarter,0,pullup jump shot,17,2,15,17
241,play_37,defensive-rebound,20:09:08,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,1,,,,15,17
242,play_37,pass,20:09:10,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,1,,,,15,17
243,play_37,dribble,20:09:10,Derrick White,Boston Celtics,Boston Celtics,1st quarter,1,,,,15,17
244,play_37,shot-miss,20:09:21,Derrick White,Boston Celtics,Boston Celtics,1st quarter,0,driving floating jump shot,5,2,15,17
245,play_38,defensive-rebound,20:09:22,Luka Doncic,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,15,17
246,play_38,dribble,20:09:22,Luka Doncic,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,15,17
247,play_38,foul,20:09:27,Dereck Lively II,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,15,17
248,play_38,turnover,20:09:27,Dereck Lively II,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,15,17
249,play_38,pass,20:09:29,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,15,17
250,play_38,dribble,20:09:29,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,1,,,,15,17
251,play_38,shot-miss,20:09:38,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,0,jump shot,26,3,15,17
252,play_39,offensive-rebound,20:09:40,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,15,17
253,play_39,pass,20:09:40,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,15,17
254,play_39,dribble,20:09:41,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,,,,15,17
255,play_39,shot-make,20:09:48,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,driving finger roll layup,1,2,15,19
256,play_40,pass,20:09:49,P.J. Washington,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,19
257,play_40,dribble,20:09:50,Luka Doncic,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,19
258,play_40,pass,20:09:52,Luka Doncic,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,19
259,play_40,pass,20:09:54,Josh Green,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,19
260,play_40,dribble,20:09:55,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,19
261,play_40,pass,20:09:56,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,19
262,play_40,pass,20:09:57,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,19
263,play_40,dribble,20:10:02,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,15,19
264,play_40,shot-make,20:10:05,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,pullup jump shot,27,3,18,19
265,play_41,pass,20:10:07,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,19
266,play_41,dribble,20:10:09,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,19
267,play_41,pass,20:10:16,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,19
268,play_41,dribble,20:10:16,Sam Hauser,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,19
269,play_41,pass,20:10:17,Sam Hauser,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,19
270,play_41,dribble,20:10:18,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,19
271,play_41,pass-to-assist,20:10:19,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,19
272,play_41,shot-make,20:10:21,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,1,cutting dunk shot,2,2,18,21
273,play_42,pass,20:10:25,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,21
274,play_42,dribble,20:10:26,Luka Doncic,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,21
275,play_42,pass,20:10:38,Luka Doncic,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,21
276,play_42,pass,20:10:39,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,21
277,play_42,dribble,20:10:40,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,21
278,play_42,pass,20:10:44,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,21
279,play_42,shot-miss,20:10:47,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,1st quarter,0,jump shot,27,3,18,21
280,play_43,defensive-rebound,20:10:48,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,21
281,play_43,dribble,20:10:48,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,21
282,play_43,pass-to-assist,20:10:53,Jrue Holiday,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,21
283,play_43,shot-make,20:10:56,Sam Hauser,Boston Celtics,Boston Celtics,1st quarter,1,jump shot,27,3,18,24
284,play_44,pass,20:10:57,P.J. Washington,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,18,24
285,play_44,dribble,20:10:59,Luka Doncic,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,18,24
286,play_44,pass-turnover,20:11:06,Luka Doncic,Dallas Mavericks,Boston Celtics,1st quarter,0,,,,18,24
287,play_44,steal,20:11:06,Sam Hauser,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,24
288,play_44,pass,20:11:06,Sam Hauser,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,24
289,play_44,dribble,20:11:07,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,24
290,play_44,pass-to-assist,20:11:08,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,24
291,play_44,shot-make,20:11:10,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,1,running reverse layup,1,2,18,26
292,play_45,pass,20:11:11,P.J. Washington,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,18,26
293,play_45,pass,20:11:11,Luka Doncic,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,18,26
294,play_45,pass,20:11:12,Luka Doncic,Dallas Mavericks,Boston Celtics,1st quarter,1,,,,18,26
295,play_45,dribble-turnover,20:11:13,P.J. Washington,Dallas Mavericks,Boston Celtics,1st quarter,0,,,,18,26
296,play_45,steal,20:11:18,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,26
297,play_45,dribble,20:11:18,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,26
298,play_45,shot-make,20:11:21,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,running layup,2,2,18,28
299,play_46,pass,20:11:22,P.J. Washington,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,28
300,play_46,dribble,20:11:24,Luka Doncic,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,28
301,play_46,pass,20:11:31,Luka Doncic,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,28
302,play_46,shot-miss,20:11:31,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,1st quarter,0,jump shot,31,3,18,28
303,play_47,defensive-rebound,20:11:33,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,28
304,play_47,dribble,20:11:35,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,28
305,play_47,pass,20:11:41,Jaylen Brown,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,28
306,play_47,dribble,20:11:49,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,1,,,,18,28
307,play_47,shot-miss,20:11:54,Jayson Tatum,Boston Celtics,Boston Celtics,1st quarter,0,step back jump shot,27,3,18,28
308,play_48,defensive-rebound,20:11:56,P.J. Washington,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,28
309,play_48,pass,20:11:59,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,28
310,play_48,dribble,20:11:59,Dante Exum,Dallas Mavericks,Dallas Mavericks,1st quarter,1,,,,18,28
311,play_48,pass-to-start-quarter,20:12:00,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,18,28
312,play_48,dribble,20:12:01,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,18,28
313,play_48,pass,20:12:06,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,18,28
314,play_48,dribble,20:12:06,Dante Exum,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,18,28
315,play_48,pass,20:12:14,Dante Exum,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,18,28
316,play_48,pass-to-assist,20:12:19,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,18,28
317,play_48,dribble,20:12:20,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,18,28
318,play_48,shot-make,20:12:24,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,driving layup,3,2,20,28
319,play_49,pass,20:12:25,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,20,28
320,play_49,dribble,20:12:26,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,20,28
321,play_49,pass,20:12:27,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,20,28
322,play_49,dribble,20:12:28,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,20,28
323,play_49,pass,20:12:36,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,20,28
324,play_49,dribble,20:12:38,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,20,28
325,play_49,pass-to-assist,20:12:43,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,20,28
326,play_49,shot-make,20:12:45,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,jump shot,27,3,20,31
327,play_50,pass,20:12:48,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,20,31
328,play_50,dribble,20:12:49,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,20,31
329,play_50,pass,20:12:52,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,20,31
330,play_50,dribble,20:12:53,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,20,31
331,play_50,pass,20:12:58,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,20,31
332,play_50,dribble,20:13:00,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,20,31
333,play_50,pass,20:13:04,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,20,31
334,play_50,dribble,20:13:07,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,20,31
335,play_50,shot-make,20:13:11,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,driving floating jump shot,5,2,22,31
336,play_51,pass,20:13:19,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,31
337,play_51,dribble,20:13:20,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,31
338,play_51,pass,20:13:25,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,31
339,play_51,dribble,20:13:27,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,31
340,play_51,pass-to-assist,20:13:34,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,31
341,play_51,shot-make,20:13:37,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,jump shot,26,3,22,34
342,play_52,pass,20:13:39,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
343,play_52,dribble,20:13:40,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
344,play_52,shot-miss,20:13:49,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,driving layup,4,2,22,34
345,play_53,defensive-rebound,20:13:50,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
346,play_53,dribble,20:13:51,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
347,play_53,pass,20:13:57,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
348,play_53,dribble,20:13:59,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
349,play_53,foul,20:14:00,P.J. Washington,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,22,34
350,play_53,pass,20:14:00,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
351,play_53,dribble,20:14:08,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
352,play_53,shot-miss,20:14:10,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,0,jump shot,26,3,22,34
353,play_54,defensive-rebound,20:14:11,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
354,play_54,pass,20:14:11,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
355,play_54,dribble,20:14:12,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
356,play_54,pass,20:14:15,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
357,play_54,dribble,20:14:16,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
358,play_54,shot-miss,20:14:19,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,running jump shot,27,3,22,34
359,play_55,offensive-rebound,20:14:21,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
360,play_55,pass,20:14:21,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
361,play_55,dribble,20:14:24,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
362,play_55,pass,20:14:26,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
363,play_55,pass,20:14:27,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,34
364,play_55,shot-miss,20:14:31,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,jump shoty,26,3,22,34
365,play_56,defensive-rebound,20:14:32,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
366,play_56,dribble,20:14:33,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
367,play_56,pass,20:14:36,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
368,play_56,dribble,20:14:36,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
369,play_56,foul,20:14:37,P.J. Washington,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,22,34
370,play_56,pass,20:14:37,Kristaps Porzingis,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
371,play_56,pass-to-assist,20:14:43,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
372,play_56,dribble,20:14:45,Kristaps Porzingis,Boston Celtics,Boston Celtics,2nd quarter,1,,,,22,34
373,play_56,shot-make,20:14:50,Kristaps Porzingis,Boston Celtics,Boston Celtics,2nd quarter,1,pullup jump shot,5,2,22,36
374,play_57,pass,20:14:51,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,36
375,play_57,dribble,20:14:51,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,36
376,play_57,pass,20:15:01,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,36
377,play_57,dribble,20:15:05,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,36
378,play_57,pass-to-assist,20:15:11,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,22,36
379,play_57,shot-make,20:15:14,Maxi Kleber,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,cutting finger roll layup,3,2,24,36
380,play_58,pass,20:15:14,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,24,36
381,play_58,dribble,20:15:15,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,24,36
382,play_58,pass,20:15:21,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,24,36
383,play_58,dribble,20:15:22,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,24,36
384,play_58,pass,20:15:27,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,24,36
385,play_58,pass,20:15:29,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,24,36
386,play_58,dribble,20:15:31,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,24,36
387,play_58,foul,20:15:33,Kyrie Irving,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,24,36
388,play_58,shot-make,20:15:33,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,free throw,15,1,24,37
389,play_58,shot-make,20:15:33,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,free throw,15,1,24,38
390,play_59,pass,20:15:33,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,24,38
391,play_59,shot-make,20:15:33,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,pullup jump shot,27,3,27,38
392,play_60,pass,20:15:41,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,27,38
393,play_60,dribble,20:15:43,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,27,38
394,play_60,shot-make,20:15:50,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,pullup jump shot,25,3,27,41
395,play_61,pass,20:15:51,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,27,41
396,play_61,dribble,20:15:52,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,27,41
397,play_61,foul,20:15:57,Kristaps Porzingis,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,27,41
398,play_61,pass,20:15:57,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,27,41
399,play_61,pass-to-assist,20:15:59,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,27,41
400,play_61,shot-make,20:16:04,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,jump shot,24,3,30,41
401,play_62,pass,20:16:06,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,30,41
402,play_62,dribble,20:16:07,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,30,41
403,play_62,pass,20:16:15,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,30,41
404,play_62,dribble,20:16:17,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,30,41
405,play_62,shot-make,20:16:28,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,driving layup,3,2,30,43
406,play_63,pass,20:16:30,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,30,43
407,play_63,dribble,20:16:31,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,30,43
408,play_63,foul,20:16:37,Jaylen Brown,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,30,43
409,play_63,shot-miss,20:16:37,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,free throw,15,1,30,43
410,play_63,shot-make,20:16:37,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,free throw,15,1,31,43
411,play_64,pass,20:16:37,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,31,43
412,play_64,dribble,20:16:38,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,31,43
413,play_64,pass,20:16:38,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,31,43
414,play_64,dribble,20:16:46,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,31,43
415,play_64,foul,20:16:52,Maxi Kleber,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,31,43
416,play_64,shot-make,20:16:52,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,driving layup,2,2,31,45
417,play_64,shot-make,20:16:52,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,free throw,15,1,31,46
418,play_65,pass,20:16:52,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
419,play_65,dribble,20:16:55,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
420,play_65,pass,20:17:00,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
421,play_65,dribble,20:17:01,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
422,play_65,foul,20:17:04,Jayson Tatum,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,31,46
423,play_65,shot-miss,20:17:04,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,free throw,15,1,31,46
424,play_65,shot-miss,20:17:04,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,free throw,15,1,31,46
425,play_66,defensive-rebound,20:17:05,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,31,46
426,play_66,dribble,20:17:05,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,31,46
427,play_66,shot-miss,20:17:13,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,0,running layup,4,2,31,46
428,play_67,offensive-rebound,20:17:15,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,31,46
429,play_67,shot-miss,20:17:15,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,0,tip layup,3,2,31,46
430,play_68,defensive-rebound,20:17:17,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
431,play_68,dribble,20:17:17,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
432,play_68,pass,20:17:27,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
433,play_68,shot-miss,20:17:28,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,jump shot,26,3,31,46
434,play_69,offensive-rebound,20:17:29,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
435,play_69,pass,20:17:31,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
436,play_69,dribble,20:17:32,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
437,play_69,pass-to-assist,20:17:33,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,31,46
438,play_69,shot-make,20:17:35,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,alley oop dunk,2,2,33,46
439,play_70,pass,20:17:37,Jayson Tatum,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,33,46
440,play_70,dribble,20:17:39,Jrue Holiday,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,33,46
441,play_70,pass,20:17:44,Jrue Holiday,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,33,46
442,play_70,dribble,20:17:46,Jayson Tatum,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,33,46
443,play_70,pass,20:17:47,Jayson Tatum,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,33,46
444,play_70,pass-turnover,20:17:52,Jrue Holiday,Boston Celtics,Dallas Mavericks,2nd quarter,0,,,,33,46
445,play_70,pass,20:17:52,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,33,46
446,play_70,dribble,20:17:53,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,33,46
447,play_70,pass-to-assist,20:17:58,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,33,46
448,play_70,shot-make,20:18:00,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,cutting dunk shot,1,2,35,46
449,play_71,pass,20:18:02,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
450,play_71,dribble,20:18:02,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
451,play_71,pass,20:18:07,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
452,play_71,dribble,20:18:10,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
453,play_71,pass,20:18:10,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
454,play_71,dribble,20:18:12,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
455,play_71,pass,20:18:13,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
456,play_71,dribble,20:18:14,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
457,play_71,pass,20:18:16,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
458,play_71,dribble,20:18:17,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
459,play_71,pass,20:18:17,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
460,play_71,dribble,20:18:18,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
461,play_71,pass,20:18:19,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
462,play_71,shot-miss,20:18:21,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,0,jump shot,26,3,35,46
463,play_72,offensive-rebound,20:18:23,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
464,play_72,dribble,20:18:23,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
465,play_72,pass-to-assist,20:18:23,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
466,play_72,dribble,20:18:24,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,35,46
