seq,case_id,activity_id,timestamp,resource_id,player_team,teams_play,quarter,outcome,shot_type,shot_distance_by_foot,shot_points,score_board_dal,score_board_bos
467,play_72,shot-make,20:18:27,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,driving layup,2,2,35,48
468,play_73,pass,20:18:28,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,35,48
469,play_73,pass,20:18:28,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,35,48
470,play_73,dribble,20:18:28,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,35,48
471,play_73,pass,20:18:34,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,35,48
472,play_73,pass,20:18:39,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,35,48
473,play_73,dribble,20:18:43,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,35,48
474,play_73,pass-to-assist,20:18:47,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,35,48
475,play_73,dribble,20:18:47,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,35,48
476,play_73,shot-make,20:18:50,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,driving layup,1,2,37,48
477,play_74,pass,20:18:52,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,37,48
478,play_74,dribble,20:18:53,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,37,48
479,play_74,shot-miss,20:19:00,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,0,driving layup,3,2,37,48
480,play_75,defensive-rebound,20:19:01,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,37,48
481,play_75,pass,20:19:01,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,37,48
482,play_75,dribble,20:19:01,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,37,48
483,play_75,pass-to-assist,20:19:03,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,37,48
484,play_75,shot-make,20:19:06,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,running layup,3,2,39,48
485,play_76,pass,20:19:08,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
486,play_76,dribble,20:19:09,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
487,play_76,pass,20:19:19,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
488,play_76,dribble,20:19:21,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
489,play_76,shot-miss,20:19:24,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,0,driving layup,7,2,39,48
490,play_77,block,20:19:24,Derrick Jones Jr.,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,48
491,play_77,pass,20:19:25,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
492,play_77,shot-miss,20:19:25,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,0,jump shot,25,3,39,48
493,play_78,offensive-rebound,20:19:31,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
494,play_78,pass,20:19:31,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
495,play_78,pass,20:19:31,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
496,play_78,dribble,20:19:31,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
497,play_78,shot-miss,20:19:33,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,0,step back jump shot,25,3,39,48
498,play_79,defensive-rebound,20:19:35,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,48
499,play_79,dribble,20:19:35,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,48
500,play_79,pass,20:19:48,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,48
501,play_79,out-of-bounds,20:19:50,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
502,play_79,pass,20:19:50,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,48
503,play_79,travelling-turnover,20:19:53,P.J. Washington,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,48
504,play_79,pass,20:19:54,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
505,play_79,dribble,20:19:57,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
506,play_79,pass,20:20:00,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
507,play_79,dribble,20:20:01,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
508,play_79,shot-miss,20:20:06,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,0,driving finger roll layup,1,2,39,48
509,play_80,defensive-rebound,20:20:08,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,39,48
510,play_80,pass,20:20:08,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,39,48
511,play_80,dribble,20:20:08,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,39,48
512,play_80,shot-miss,20:20:14,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,fadeaway jumpshot,12,3,39,48
513,play_81,defensive-rebound,20:20:15,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
514,play_81,dribble,20:20:15,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
515,play_81,pass,20:20:22,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
516,play_81,pass,20:20:23,Sam Hauser,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
517,play_81,dribble,20:20:24,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
518,play_81,pass,20:20:26,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
519,play_81,dribble,20:20:31,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,48
520,play_81,shot-make,20:20:35,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,driving layup,3,2,39,50
521,play_82,pass,20:20:36,Daniel Gafford,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,50
522,play_82,dribble,20:20:37,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,50
523,play_82,pass-turnover,20:20:49,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,0,,,,39,50
524,play_82,pass,20:20:50,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,50
525,play_82,dribble,20:20:53,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,50
526,play_82,pass,20:20:54,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,50
527,play_82,dribble,20:20:57,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,50
528,play_82,pass-to-assist,20:21:07,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,50
529,play_82,shot-make,20:21:09,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,cutting layup shot,1,2,39,52
530,play_83,pass,20:21:11,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,52
531,play_83,pass,20:21:12,P.J. Washington,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,52
532,play_83,dribble,20:21:13,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,52
533,play_83,pass,20:21:14,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,52
534,play_83,dribble,20:21:15,P.J. Washington,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,39,52
535,play_83,pass-turnover,20:21:30,P.J. Washington,Dallas Mavericks,Boston Celtics,2nd quarter,0,,,,39,52
536,play_83,steal,20:21:30,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,52
537,play_83,pass-to-assist,20:21:30,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,52
538,play_83,dribble,20:21:30,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,39,52
539,play_83,shot-make,20:21:34,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,running layup,2,2,39,54
540,play_84,pass,20:21:36,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,39,54
541,play_84,dribble,20:21:37,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,39,54
542,play_84,pass,20:21:43,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,39,54
543,play_84,dribble,20:21:44,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,39,54
544,play_84,pass-to-assist,20:21:46,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,39,54
545,play_84,shot-make,20:21:49,Josh Green,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,jump shot,24,3,42,54
546,play_85,pass,20:21:50,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,54
547,play_85,dribble,20:21:55,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,54
548,play_85,pass,20:21:57,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,54
549,play_85,dribble,20:21:58,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,54
550,play_85,pass-to-assist,20:22:06,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,54
551,play_85,shot-make,20:22:08,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,jump shot,24,3,42,57
552,play_86,pass,20:22:08,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,42,57
553,play_86,dribble,20:22:09,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,42,57
554,play_86,pass,20:22:16,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,42,57
555,play_86,dribble,20:22:17,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,42,57
556,play_86,shot-miss,20:22:25,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,driving layup,6,2,42,57
557,play_87,defensive-rebound,20:22:27,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,57
558,play_87,dribble,20:22:27,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,57
559,play_87,pass,20:22:29,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,57
560,play_87,dribble,20:22:33,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,57
561,play_87,pass-to-assist,20:22:37,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,42,57
562,play_87,shot-make,20:22:40,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,jump shot,25,3,42,60
563,play_88,pass,20:22:42,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,42,60
564,play_88,dribble,20:22:44,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,42,60
565,play_88,shot-make,20:22:57,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,driving layup,2,2,44,60
566,play_89,pass,20:22:57,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
567,play_89,dribble,20:22:58,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
568,play_89,pass,20:23:02,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
569,play_89,dribble,20:23:08,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
570,play_89,pass,20:23:09,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
571,play_89,pass,20:23:10,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
572,play_89,turnover,20:23:11,Derrick White,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
573,play_89,steal,20:23:11,Kyrie Irving,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,44,60
574,play_89,pass-turnover,20:23:14,Kyrie Irving,Dallas Mavericks,Boston Celtics,2nd quarter,0,,,,44,60
575,play_89,steal,20:23:14,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
576,play_89,dribble,20:23:16,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,60
577,play_89,foul,20:23:18,Luka Doncic,Dallas Mavericks,Boston Celtics,2nd quarter,1,,,,44,60
578,play_89,shot-miss,20:23:18,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,0,free throw,15,1,44,60
579,play_89,shot-make,20:23:18,Jaylen Brown,Boston Celtics,Boston Celtics,2nd quarter,1,free throw,15,1,44,61
580,play_90,pass,20:23:19,Josh Green,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,44,61
581,play_90,dribble,20:23:20,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,44,61
582,play_90,pass,20:23:25,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,44,61
583,play_90,shot-miss,20:23:26,P.J. Washington,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,jump shot,28,3,44,61
584,play_91,defensive-rebound,20:23:29,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,61
585,play_91,pass,20:23:30,Jrue Holiday,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,61
586,play_91,dribble,20:23:31,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,,,,44,61
587,play_91,shot-make,20:23:47,Jayson Tatum,Boston Celtics,Boston Celtics,2nd quarter,1,pullup jump shot,28,3,44,64
588,play_92,pass,20:23:49,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,44,64
589,play_92,dribble,20:23:50,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,,,,44,64
590,play_92,foul,20:23:56,Jayson Tatum,Boston Celtics,Dallas Mavericks,2nd quarter,1,,,,44,64
591,play_92,shot-make,20:23:56,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,1,driving floating jump shot,5,2,46,64
592,play_92,shot-miss,20:23:56,Luka Doncic,Dallas Mavericks,Dallas Mavericks,2nd quarter,0,free throw,15,1,46,64
593,play_93,defensive-rebound,20:23:58,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,46,64
594,play_93,pass-to-assist,20:23:58,Al Horford,Boston Celtics,Boston Celtics,2nd quarter,1,,,,46,64
595,play_93,dribble,20:23:58,Payton Pritchard,Boston Celtics,Boston Celtics,2nd quarter,1,,,,46,64
596,play_93,shot-make,20:24:00,Payton Pritchard,Boston Celtics,Boston Celtics,2nd quarter,1,pullup jump shot,49,3,46,67
597,play_94,pass-to-start-quarter,20:24:00,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
598,play_94,dribble,20:24:03,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
599,play_94,pass,20:24:03,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
600,play_94,dribble,20:24:04,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
601,play_94,pass,20:24:08,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
602,play_94,dribble,20:24:13,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
603,play_94,shot-miss,20:24:15,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,driving layup,3,2,46,67
604,play_95,defensive-rebound,20:24:16,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,46,67
605,play_95,dribble,20:24:16,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,46,67
606,play_95,pass,20:24:18,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,46,67
607,play_95,dribble,20:24:19,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,46,67
608,play_95,pass,20:24:21,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,46,67
609,play_95,dribble,20:24:22,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,46,67
610,play_95,shot-miss,20:24:25,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,0,turnaround fadeaway shot,12,2,46,67
611,play_96,defensive-rebound,20:24:26,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
612,play_96,pass,20:24:26,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
613,play_96,dribble,20:24:27,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,46,67
614,play_96,shot-make,20:24:36,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,turnaround fadeaway shot,13,2,48,67
615,play_97,pass,20:24:38,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,67
616,play_97,dribble,20:24:39,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,67
617,play_97,pass,20:24:48,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,67
618,play_97,pass,20:24:49,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,67
619,play_97,dribble,20:24:50,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,67
620,play_97,pass,20:24:51,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,67
621,play_97,dribble,20:24:52,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,67
622,play_97,pass-to-assist,20:24:54,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,67
623,play_97,shot-make,20:24:56,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,Dunk,1,2,48,69
624,play_98,pass,20:25:00,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,69
625,play_98,dribble,20:25:01,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,69
626,play_98,pass,20:25:05,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,69
627,play_98,pass,20:25:06,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,69
628,play_98,pass,20:25:08,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,69
629,play_98,shot-miss,20:25:12,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,jump shot,25,3,48,69
630,play_99,defensive-rebound,20:25:13,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,69
631,play_99,dribble,20:25:14,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,69
632,play_99,pass,20:25:18,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,69
633,play_99,dribble,20:25:23,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,69
634,play_99,foul,20:25:29,Daniel Gafford,Dallas Mavericks,Boston Celtics,3rd quarter,1,,,,48,69
635,play_99,pass,20:25:29,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,69
636,play_99,dribble,20:25:31,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,69
637,play_99,pass-to-assist,20:25:36,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,69
638,play_99,dribble,20:25:37,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,48,69
639,play_99,shot-make,20:25:38,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,step back jump shot,27,3,48,72
640,play_100,pass,20:25:41,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,72
641,play_100,dribble,20:25:43,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,72
642,play_100,pass,20:25:57,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,72
643,play_100,foul,20:25:57,Jrue Holiday,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,48,72
644,play_100,pass-to-assist,20:25:58,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,48,72
645,play_100,shot-make,20:26:00,Daniel Gafford,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,cutting layup shot,3,2,50,72
646,play_101,pass,20:26:00,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,50,72
647,play_101,pass,20:26:02,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,,,,50,72
648,play_101,dribble,20:26:04,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,50,72
649,play_101,pass,20:26:06,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,50,72
650,play_101,pass,20:26:07,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,50,72
651,play_101,dribble,20:26:09,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,50,72
652,play_101,pass-to-assist,20:26:12,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,50,72
653,play_101,shot-make,20:26:14,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,jump shot,24,3,50,75
654,play_102,pass,20:26:15,P.J. Washington,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,50,75
655,play_102,dribble,20:26:17,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,50,75
656,play_102,foul,20:26:23,Jaylen Brown,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,50,75
657,play_102,pass,20:26:23,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,50,75
658,play_102,pass,20:26:24,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,50,75
659,play_102,dribble,20:26:25,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,50,75
660,play_102,foul,20:26:28,Jrue Holiday,Boston Celtics,Dallas Mavericks,3rd quarter,1,,,,50,75
661,play_102,shot-make,20:26:28,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,free throw,15,1,51,75
662,play_102,shot-make,20:26:28,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,free throw,15,1,52,75
663,play_103,pass,20:26:28,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,75
664,play_103,dribble,20:26:28,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,75
665,play_103,pass,20:26:32,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,75
666,play_103,dribble,20:26:34,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,75
667,play_103,pass,20:26:37,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,75
668,play_103,dribble,20:26:38,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,75
669,play_103,foul,20:26:41,Dereck Lively II,Dallas Mavericks,Boston Celtics,3rd quarter,1,,,,52,75
670,play_103,shot-make,20:26:41,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,free throw,15,1,52,76
671,play_103,shot-miss,20:26:41,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,0,free throw,15,1,52,76
672,play_104,offensive-rebound,20:26:43,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,76
673,play_104,dribble,20:26:43,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,76
674,play_104,pass,20:26:44,Derrick White,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,76
675,play_104,pass,20:26:45,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,76
676,play_104,dribble,20:26:45,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,76
677,play_104,pass-to-assist,20:26:47,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,76
678,play_104,shot-make,20:26:50,Jrue Holiday,Boston Celtics,Boston Celtics,3rd quarter,1,cutting layup shot,5,2,52,78
679,play_105,pass,20:26:51,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
680,play_105,dribble,20:26:51,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
681,play_105,pass,20:26:57,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
682,play_105,pass,20:26:58,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
683,play_105,dribble,20:27:04,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
684,play_105,shot-miss,20:27:10,Kyrie Irving,Dallas Mavericks,Dallas Mavericks,3rd quarter,0,step back jump shot,25,3,52,78
685,play_106,defensive-rebound,20:27:11,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,78
686,play_106,dribble,20:27:11,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,78
687,play_106,pass,20:27:12,Al Horford,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,78
688,play_106,dribble,20:27:13,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,78
689,play_106,pass,20:27:15,Jaylen Brown,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,78
690,play_106,dribble,20:27:20,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,1,,,,52,78
691,play_106,shot-miss,20:27:27,Jayson Tatum,Boston Celtics,Boston Celtics,3rd quarter,0,driving finger roll layup,4,3,52,78
692,play_107,defensive-rebound,20:27:28,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
693,play_107,pass,20:27:28,Dereck Lively II,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
694,play_107,dribble,20:27:29,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
695,play_107,pass,20:27:31,Luka Doncic,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
696,play_107,dribble,20:27:34,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
697,play_107,pass,20:27:36,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
698,play_107,dribble,20:27:37,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
699,play_107,pass,20:27:39,Derrick Jones Jr.,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
700,play_107,pass,20:27:39,Josh Green,Dallas Mavericks,Dallas Mavericks,3rd quarter,1,,,,52,78
